subject,file,window_idx,start_sample,gesture_label,tier,score,laws_passed,laws_failed,verdict,recommendation,wavelet_signal_type,wavelet_cv,wavelet_entropy,synthetic_flag,n_issues,issues
s10,S10_E2_A1.mat,22,11000,1,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.625,0.914,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s10,S10_E2_A1.mat,23,11500,1,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.937,0.928,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s10,S10_E2_A1.mat,24,12000,0,GOLD,75,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,GOLD — Excellent data quality. Safe for robot training.,Data is ready for robot training pipelines.,biological,0.806,0.915,False,3,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s10,S10_E2_A1.mat,25,12500,0,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.608,0.904,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s10,S10_E2_A1.mat,26,13000,2,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.496,0.931,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s10,S10_E2_A1.mat,27,13500,2,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.51,0.927,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s10,S10_E2_A1.mat,28,14000,0,SILVER,59,inter_window_continuity|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,resonance_frequency,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.837,0.898,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s10,S10_E2_A1.mat,29,14500,0,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.735,0.893,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s10,S10_E2_A1.mat,30,15000,2,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.472,0.924,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s10,S10_E2_A1.mat,31,15500,2,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.888,0.93,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s10,S10_E2_A1.mat,32,16000,0,GOLD,75,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,GOLD — Excellent data quality. Safe for robot training.,Data is ready for robot training pipelines.,biological,0.512,0.914,False,3,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s10,S10_E2_A1.mat,33,16500,0,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.454,0.904,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s10,S10_E2_A1.mat,34,17000,0,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.215,0.899,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s10,S10_E2_A1.mat,35,17500,0,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.237,0.913,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s10,S10_E2_A1.mat,36,18000,2,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.553,0.919,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
